title_norm,tmdb_id,genres,director,top_cast,overview,match_score,enriched_text
Gone (2012),79548.0,"['Thriller', 'Drama']",Heitor Dhalia,"['Amanda Seyfried', 'Daniel Sunjata', 'Wes Bentley']","Jill Conway is trying to rebuild her life after surviving a terrifying kidnapping attempt. Though she is having a difficult time, she takes small steps toward normalcy by starting a new job and inviting her sister, Molly, to move in with her. Returning home from work one morning, Jill discovers that Molly has vanished, and she is certain that the same man who previously abducted her has returned for revenge.",1.0,"Gone (2012) | Genres: Thriller, Drama | Director: Heitor Dhalia | Cast: Amanda Seyfried, Daniel Sunjata, Wes Bentley"
Jackie Brown (1997),184.0,"['Crime', 'Drama', 'Thriller']",Quentin Tarantino,"['Pam Grier', 'Samuel L. Jackson', 'Robert De Niro']","Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",1.0,"Jackie Brown (1997) | Genres: Crime, Drama, Thriller | Director: Quentin Tarantino | Cast: Pam Grier, Samuel L. Jackson, Robert De Niro"
Killa (2015),284729.0,"['Comedy', 'Drama']",Avinash Arun,"['Amruta Subhash', 'Archit Deodhar', 'Parth Bhalerao']","An 11-year-old boy struggles to cope with the death of his father while trying to make new friends in an unfamiliar place, after his mother gets a job transfer.",0.9,"Killa (2015) | Genres: Comedy, Drama | Director: Avinash Arun | Cast: Amruta Subhash, Archit Deodhar, Parth Bhalerao"
Wanted (2008),8909.0,"['Action', 'Thriller', 'Crime']",Timur Bekmambetov,"['James McAvoy', 'Angelina Jolie', 'Morgan Freeman']","Doormat Wesley Gibson is an office worker whose life is going nowhere. He meets an attractive woman named Fox and discovers that his recently murdered father - whom Wesley never knew - belonged to the Fraternity, a secret society of assassins which takes its orders from Fate itself. Fox and Sloan, the Fraternity's leader, teach Wesley, through intense training, to tap into dormant powers and hone his innate killing skills. Though he enjoys his newfound abilities, he begins to suspect that there is more to the Fraternity than meets the eye.",1.0,"Wanted (2008) | Genres: Action, Thriller, Crime | Director: Timur Bekmambetov | Cast: James McAvoy, Angelina Jolie, Morgan Freeman"
Friends (2009),,,,,,,Friends (2009)
National Lampoon's Vacation (1983),11153.0,"['Comedy', 'Adventure']",Harold Ramis,"['Chevy Chase', ""Beverly D'Angelo"", 'Anthony Michael Hall']","Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned.",1.0,"National Lampoon's Vacation (1983) | Genres: Comedy, Adventure | Director: Harold Ramis | Cast: Chevy Chase, Beverly D'Angelo, Anthony Michael Hall"
Ghosts (1915),454099.0,['Drama'],George Nichols,"['Henry B. Walthall', 'Mary Alden', 'Nigel De Brulier']","Helen Alving leads an outwardly contented life. On the eve of the 10th anniversary of her husband's death, she is about to open an orphanage as a memorial to him. To mark this occasion, her bohemian painter son Oswald has returned from Paris. Helen plans to take the opportunity to tell Oswald the truth about his father. But ghosts of the past erupt during an eventful evening, bringing the facade of civilised family life crashing down.",1.0,"Ghosts (1915) | Genres: Drama | Director: George Nichols | Cast: Henry B. Walthall, Mary Alden, Nigel De Brulier"
The Longest Day (1962),9289.0,"['War', 'Action', 'Drama']",Ken Annakin,"['John Wayne', 'Robert Mitchum', 'Henry Fonda']","The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",1.0,"The Longest Day (1962) | Genres: War, Action, Drama | Director: Ken Annakin | Cast: John Wayne, Robert Mitchum, Henry Fonda"
Brazil (1985),68.0,"['Comedy', 'Science Fiction']",Terry Gilliam,"['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond']","Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",1.0,"Brazil (1985) | Genres: Comedy, Science Fiction | Director: Terry Gilliam | Cast: Jonathan Pryce, Robert De Niro, Katherine Helmond"
Dracula Untold (2014),49017.0,"['Horror', 'Action', 'Fantasy']",Gary Shore,"['Luke Evans', 'Sarah Gadon', 'Dominic Cooper']","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",1.0,"Dracula Untold (2014) | Genres: Horror, Action, Fantasy | Director: Gary Shore | Cast: Luke Evans, Sarah Gadon, Dominic Cooper"
The Boy Next Door (2015),241251.0,['Thriller'],Rob Cohen,"['Jennifer Lopez', 'Ryan Guzman', 'Ian Nelson']","A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",1.0,"The Boy Next Door (2015) | Genres: Thriller | Director: Rob Cohen | Cast: Jennifer Lopez, Ryan Guzman, Ian Nelson"
A Midsummer Night's Dream (1999),10210.0,"['Fantasy', 'Comedy', 'Romance']",Michael Hoffman,"['Anna Friel', 'Calista Flockhart', 'Christian Bale']","The lovely Hermia is to wed Demetrius, but she truly cares for Lysander. Hermia's friend, Helena, is in love with Demetrius, while other romantic entanglements abound in the woods, with married fairy rulers Titania and Oberon toying with various lovers and each other.",1.0,"A Midsummer Night's Dream (1999) | Genres: Fantasy, Comedy, Romance | Director: Michael Hoffman | Cast: Anna Friel, Calista Flockhart, Christian Bale"
Prisoners (2013),146233.0,"['Drama', 'Thriller', 'Crime']",Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis']","Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street.",1.0,"Prisoners (2013) | Genres: Drama, Thriller, Crime | Director: Denis Villeneuve | Cast: Hugh Jackman, Jake Gyllenhaal, Viola Davis"
A Marvel Comics Super Special: Blade Runner,,,,,,,A Marvel Comics Super Special: Blade Runner
The Asphalt Jungle (1950),16958.0,"['Crime', 'Drama']",John Huston,"['Sterling Hayden', 'Louis Calhern', 'Sam Jaffe']","Recently paroled from prison, legendary burglar ""Doc"" Riedenschneider, with funding from Alonzo Emmerich, a crooked lawyer, gathers a small group of veteran criminals together in the Midwest for a big jewel heist.",1.0,"The Asphalt Jungle (1950) | Genres: Crime, Drama | Director: John Huston | Cast: Sterling Hayden, Louis Calhern, Sam Jaffe"
Mother's Day (2016),353069.0,"['Comedy', 'Drama', 'Romance']",Garry Marshall,"['Jennifer Aniston', 'Julia Roberts', 'Kate Hudson']","Sandy is a stressed-out, single mom who learns that her ex-husband is marrying a younger woman. Her friend Jesse's parents don't know that she has a family or that  her sister, Gabi is married to a woman. Jesse's friend, Kristin, is juggling motherhood of a toddler, a patient boyfriend who keeps proposing, and searching for her biological mother. Bradley is a widower who's trying to raise two daughters on his own, while Miranda is too busy with her career to worry about children. When their respective problems intersect and start coming to a head, the Mother's Day holiday takes on a special meaning for all.",1.0,"Mother's Day (2016) | Genres: Comedy, Drama, Romance | Director: Garry Marshall | Cast: Jennifer Aniston, Julia Roberts, Kate Hudson"
A Game of Thrones,,,,,,,A Game of Thrones
Attakathi (2012),129848.0,"['Comedy', 'Romance']",Pa. Ranjith,"['V R Dinesh', 'Nandita Swetha', 'Aishwarya Rajesh']","Dinakaran, a college student who becomes the leader of a gang, is unlucky in love. Soon, he tries to find true romance in Poornima, a woman who rejected him once before.",1.0,"Attakathi (2012) | Genres: Comedy, Romance | Director: Pa. Ranjith | Cast: V R Dinesh, Nandita Swetha, Aishwarya Rajesh"
Goodbye Again (1933),239093.0,"['Comedy', 'Romance']",Michael Curtiz,"['Warren William', 'Joan Blondell', 'Genevieve Tobin']","Flirtatious mix-ups abound when a celebrated novelist tangles with an old flame and her suspicious husband. Will the author's savvy secretary, who's secretly in love with him, save his neck?",1.0,"Goodbye Again (1933) | Genres: Comedy, Romance | Director: Michael Curtiz | Cast: Warren William, Joan Blondell, Genevieve Tobin"
Curse of Chucky (2013),167032.0,"['Horror', 'Thriller']",Don Mancini,"['Fiona Dourif', 'Brad Dourif', 'Danielle Bisutti']","After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to the mounting bloodshed and chaos.",1.0,"Curse of Chucky (2013) | Genres: Horror, Thriller | Director: Don Mancini | Cast: Fiona Dourif, Brad Dourif, Danielle Bisutti"
The Wave (2015),336882.0,"['Action', 'Thriller', 'Drama']",Roar Uthaug,"['Kristoffer Joner', 'Ane Dahl Torp', 'Jonas Hoff Oftebro']","Although theorised, no one is really ready when a mountain pass above the scenic and narrow Geiranger fjord in Norway collapses and creates a tsunami over 300 feet high. A geologist is one of those caught in the middle of it.",1.0,"The Wave (2015) | Genres: Action, Thriller, Drama | Director: Roar Uthaug | Cast: Kristoffer Joner, Ane Dahl Torp, Jonas Hoff Oftebro"
Halloween II (2009),24150.0,['Horror'],Rob Zombie,"['Scout Taylor-Compton', 'Malcolm McDowell', 'Tyler Mane']","Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.",1.0,"Halloween II (2009) | Genres: Horror | Director: Rob Zombie | Cast: Scout Taylor-Compton, Malcolm McDowell, Tyler Mane"
Memento (2000),77.0,"['Mystery', 'Thriller']",Christopher Nolan,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano']","Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",1.0,"Memento (2000) | Genres: Mystery, Thriller | Director: Christopher Nolan | Cast: Guy Pearce, Carrie-Anne Moss, Joe Pantoliano"
Center Stage (2000),10560.0,"['Drama', 'Music']",Nicholas Hytner,"['Amanda Schull', 'Zoe Saldaña', 'Peter Gallagher']",A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,1.0,"Center Stage (2000) | Genres: Drama, Music | Director: Nicholas Hytner | Cast: Amanda Schull, Zoe Saldaña, Peter Gallagher"
The Big Boss (1971),12481.0,['Action'],Lo Wei,"['Bruce Lee', 'Maria Yi', 'James Tien Chun']","Cheng is a young Chinese mainlander who moves in with his expatriate cousins to work at an ice factory in Thailand. He does this with a family promise never to get involved in any fights. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss.",1.0,"The Big Boss (1971) | Genres: Action | Director: Lo Wei | Cast: Bruce Lee, Maria Yi, James Tien Chun"
Pocahontas (1994),246109.0,"['Adventure', 'Animation', 'Family']",Takashi Masunaga,"['Kathleen Barr', 'Garry Chalk', 'Ian James Corlett']","History comes alive in this exciting animated tale of a great American heroine, an inspiring story packed with lots of action and surprises that make the pas a magical adventure for all your children. The daughter of the great chief, Powhattan, Pocahotas is a brave Indian Princess whose kindness brings about peace between her tribe and the English settlers led by handsome Captain John Smith.",1.0,"Pocahontas (1994) | Genres: Adventure, Animation, Family | Director: Takashi Masunaga | Cast: Kathleen Barr, Garry Chalk, Ian James Corlett"
Pitch Perfect,114150.0,"['Comedy', 'Music', 'Romance']",Jason Moore,"['Anna Kendrick', 'Anna Camp', 'Brittany Snow']","College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",1.0,"Pitch Perfect | Genres: Comedy, Music, Romance | Director: Jason Moore | Cast: Anna Kendrick, Anna Camp, Brittany Snow"
Eagle Eye (2008),13027.0,"['Mystery', 'Thriller', 'Action']",D.J. Caruso,"['Shia LaBeouf', 'Michelle Monaghan', 'Rosario Dawson']","Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",1.0,"Eagle Eye (2008) | Genres: Mystery, Thriller, Action | Director: D.J. Caruso | Cast: Shia LaBeouf, Michelle Monaghan, Rosario Dawson"
